timeDate,BTC,ETH,XRP,EOS,LTC,XLM,ADA,MIOTA,TRX,NEO,DASH,XMR,XEM,BNB,VEN,ETC,QTUM,ONT,OMG,ZEC,BCN,ICX,LSK,ZIL,AE,DCR,BTG,ZRX,BTM,SC,STEEM,XVG,BTS,MKR,RHOC,WAVES,BCD,DOGE,REP,GNT,WAN,STRAT,DGB,BTCP,PPT,WTC,SNT,AION,HSR,NAS,HT,IOST,DGD,GXS,KCS,LRC,BNT,SALT,MCO
2018-03-25,8495.78,524.29,0.641875,6.52,160.08,0.239952,0.184605,1.32,0.045311,65.43,411.79,211.78,0.288878,12.78,3.35,18.09,18.02,1.51,10.88,239.36,0.002696,3.51,11.63,0.052512,1.64,50.56,60.48,0.595489,0.376087,0.015131,2.02,0.040702,0.16251,680.64,1.19,4.74,2.71,0.003505,34.23,0.253141,4.15,5.43,0.024106,28.89,15.51,13.97,0.100548,2.73,6.53,6.42,1.51,0.027833,331.67,2.73,3.03,0.470227,2.95,3.07,6.26
2018-03-26,8209.4,489.95,0.599463,5.9,149.22,0.228861,0.167806,1.24,0.044378,59.74,390.87,197.18,0.2661,12.06,3.2,16.48,16.24,1.74,10.34,225.35,0.002643,3.06,10.97,0.04863,1.6,48.24,56.44,0.659132,0.387971,0.013893,1.86,0.044531,0.151768,643.26,1.16,4.39,2.68,0.003289,34.46,0.250764,3.8,4.91,0.022342,26.15,15.22,13.07,0.093135,2.54,6.37,6.64,1.5,0.02555,335.36,2.77,2.71,0.423541,2.72,2.69,5.91
2018-03-27,7833.04,450.12,0.577917,5.91,135.78,0.216033,0.154926,1.17,0.043075,55.53,354.75,187.93,0.249203,11.51,2.95,15.91,15.31,2.19,9.77,216.35,0.002488,2.84,9.85,0.046741,1.58,45.94,52.72,0.637713,0.38641,0.013249,1.72,0.039978,0.144715,590.98,1.07,4.11,2.55,0.003145,32.5,0.235863,3.35,4.4,0.02093,25.93,15.02,13.47,0.08994,2.43,6.02,6.11,1.51,0.02359,305.45,2.73,2.54,0.405681,2.51,2.53,5.62
2018-03-28,7954.48,446.28,0.578002,6.29,131.75,0.219251,0.160058,1.19,0.048817,57.24,351.26,199.16,0.253923,11.64,2.92,16.1,15.68,2.33,9.73,210.86,0.002384,2.85,9.66,0.049151,1.64,46.79,53.13,0.633827,0.447776,0.013177,1.89,0.041806,0.143017,580.03,1.08,4.25,2.64,0.003141,33.1,0.257964,3.42,4.58,0.021573,28.15,14.72,13.03,0.092621,2.41,6.2,6.43,1.67,0.026958,294.04,2.82,2.62,0.433242,2.52,2.65,5.56
2018-03-29,7165.7,385.97,0.511511,6.02,114.68,0.190819,0.146882,1.09,0.043002,51.88,329.28,176.86,0.221222,10.2,2.42,14.68,14.34,2.14,8.46,186.83,0.002471,2.33,7.94,0.043687,1.42,40.37,45.7,0.5354,0.433959,0.011032,1.64,0.036915,0.128044,498.16,0.989225,3.69,2.24,0.002827,26.81,0.214868,2.96,3.87,0.018136,24.23,12.78,10.83,0.087418,2.08,5.62,5.82,1.58,0.024561,242.08,2.57,2.31,0.379206,2.22,2.1,4.72
2018-03-30,6890.52,394.64,0.509565,6.1,118.6,0.188733,0.147209,1.11,0.041277,50.31,311.12,172.36,0.220901,10.35,2.34,14.39,14.38,2.31,8.28,189.89,0.002193,2.28,7.45,0.046052,1.54,38.81,44.55,0.513417,0.541573,0.010518,1.55,0.035945,0.126497,513.58,0.937085,3.58,2.21,0.002763,25.78,0.192858,3.29,3.65,0.017257,24.57,11.98,10.31,0.087468,2.01,5.58,5.48,1.71,0.025482,245.67,2.64,2.25,0.382213,2.25,2.0,4.56
2018-03-31,6973.53,396.46,0.512353,5.99,116.61,0.206778,0.155919,1.08,0.033972,50.13,305.76,179.56,0.221104,11.06,2.38,14.37,14.25,2.06,8.23,185.53,0.002098,2.21,7.54,0.045991,1.59,39.74,44.34,0.547294,0.529701,0.010753,1.52,0.038975,0.128041,517.55,0.914495,3.63,2.32,0.002819,26.05,0.200908,3.27,3.71,0.017621,24.41,12.22,10.2,0.088836,2.01,5.7,5.11,1.74,0.024082,245.26,2.7,2.28,0.3841,2.26,2.05,4.66
2018-04-01,6844.23,379.61,0.485081,5.66,115.22,0.206582,0.150768,0.994798,0.032152,47.3,291.53,175.51,0.20879,11.07,2.23,13.58,13.46,2.07,8.09,182.48,0.002121,2.06,7.07,0.043248,1.47,39.32,41.22,0.504651,0.474539,0.010207,1.44,0.043729,0.128162,488.91,0.954635,3.49,2.13,0.002719,24.35,0.192915,3.08,3.38,0.017136,22.67,11.45,9.44,0.084126,1.93,5.51,4.74,1.69,0.021811,221.12,2.58,2.23,0.368187,2.18,1.95,4.37
2018-04-02,7083.8,386.43,0.500688,5.89,119.31,0.224878,0.156385,1.03,0.035755,48.82,311.81,177.51,0.226911,12.62,2.72,14.13,14.39,2.06,8.75,193.89,0.002161,2.12,7.83,0.044648,1.47,41.76,42.94,0.531577,0.495052,0.010455,1.69,0.047822,0.14774,504.46,0.929663,3.76,2.14,0.002797,25.59,0.20795,3.19,3.66,0.017995,23.22,11.87,10.03,0.092672,2.09,5.77,4.93,1.73,0.023074,231.24,2.65,2.28,0.368356,2.2,2.05,4.58
2018-04-03,7456.11,416.89,0.558044,6.13,134.47,0.235691,0.172447,1.11,0.034801,53.64,339.85,189.53,0.260692,13.36,2.9,15.16,15.23,2.29,9.52,206.18,0.002189,2.32,10.16,0.045947,1.5,46.98,46.97,0.595733,0.490948,0.012395,2.06,0.071145,0.152023,526.3,0.99615,4.05,2.23,0.00298,27.4,0.219642,3.52,4.05,0.020161,22.98,13.32,10.65,0.107983,2.21,5.74,4.92,1.72,0.025482,233.57,2.75,2.51,0.411524,2.37,2.23,5.58
2018-04-04,6853.84,380.54,0.501631,5.73,118.41,0.204108,0.155356,0.990158,0.030136,47.55,299.85,170.1,0.227384,12.19,2.42,13.64,13.64,2.44,8.25,183.41,0.002345,2.06,8.41,0.041919,1.43,42.35,42.2,0.521539,0.46743,0.010527,1.92,0.056866,0.137514,503.57,0.904268,3.61,2.26,0.00277,24.11,0.197561,3.04,3.57,0.017928,20.27,11.83,9.4,0.095638,1.95,5.28,4.42,1.66,0.029794,208.91,2.57,2.29,0.365687,2.22,1.98,5.04
2018-04-05,6811.47,383.23,0.495801,6.4,119.13,0.19794,0.148758,0.982953,0.040014,47.2,301.65,173.31,0.224768,12.45,2.43,13.72,13.52,2.86,8.94,184.61,0.002115,1.96,8.61,0.040404,1.41,43.66,41.59,0.545786,0.487312,0.011056,1.75,0.054932,0.144414,502.49,0.957527,3.56,2.18,0.002714,26.8,0.195989,3.17,3.54,0.018295,20.17,11.93,8.69,0.08833,1.93,5.36,4.4,1.62,0.02911,209.74,2.57,2.2,0.37032,2.24,2.0,4.92
2018-04-06,6636.32,370.29,0.476431,5.89,113.16,0.193317,0.144451,0.935367,0.036918,44.94,285.45,162.0,0.219099,12.26,2.34,13.15,12.88,3.06,9.32,175.63,0.002092,1.89,8.25,0.03773,1.36,43.86,39.61,0.51904,0.490144,0.010691,1.76,0.058483,0.138352,484.15,0.909749,3.39,2.32,0.00267,24.14,0.186843,3.02,3.53,0.017212,18.9,11.46,8.24,0.089802,1.85,5.12,4.18,1.6,0.027074,211.79,2.54,2.09,0.353527,2.17,1.9,4.78
2018-04-07,6911.09,385.31,0.487867,5.91,116.26,0.201859,0.148794,0.984719,0.037064,46.42,297.8,170.12,0.222968,12.46,2.5,13.47,13.17,3.78,9.39,181.81,0.002027,2.04,8.59,0.040268,1.39,49.95,41.16,0.540932,0.532432,0.011083,1.88,0.06445,0.142206,511.93,0.945726,3.55,2.37,0.002802,24.61,0.194332,3.59,3.74,0.018164,17.27,12.12,8.56,0.089735,2.02,5.21,4.4,1.69,0.033416,214.19,2.55,2.21,0.390075,2.25,1.98,5.12
2018-04-08,7023.52,400.51,0.500398,5.97,117.67,0.206377,0.156599,1.02,0.037632,49.19,310.85,173.97,0.23549,12.12,2.52,14.12,13.46,3.49,9.56,183.9,0.002118,2.07,9.15,0.041304,1.39,49.79,42.1,0.569958,0.519665,0.011088,1.91,0.067757,0.143767,526.41,0.98344,3.64,2.54,0.002843,25.13,0.203606,3.92,3.76,0.01892,14.62,12.12,8.7,0.090614,2.14,5.3,4.64,1.73,0.034641,215.72,2.5,2.39,0.411946,2.34,2.05,5.23
2018-04-09,6770.73,398.53,0.491855,5.87,114.99,0.197333,0.153106,0.989505,0.035756,52.93,298.4,167.06,0.229289,11.87,2.55,13.63,13.46,3.48,9.1,177.41,0.002172,2.01,8.63,0.039072,1.32,48.06,41.2,0.538626,0.526047,0.010834,1.83,0.078112,0.138057,530.82,0.955567,3.47,2.4,0.002763,24.3,0.249145,3.69,3.58,0.018285,14.33,11.6,8.43,0.088212,2.08,5.21,4.41,1.71,0.029679,208.44,2.42,2.36,0.411646,2.31,2.03,4.89
2018-04-10,6834.76,414.24,0.491931,6.0,114.26,0.199344,0.156347,1.01,0.036928,52.62,298.81,165.57,0.235359,12.04,2.69,13.65,13.44,4.62,9.25,179.72,0.002114,2.11,8.53,0.040148,1.35,51.01,40.88,0.55965,0.596126,0.011447,1.85,0.08413,0.142616,568.91,1.02,3.61,2.5,0.003043,24.69,0.287536,4.48,3.73,0.020136,15.24,11.69,8.63,0.089237,2.13,5.19,4.57,1.69,0.029124,208.36,2.48,2.47,0.418535,2.43,2.17,5.35
2018-04-11,6968.32,430.54,0.539506,8.49,118.29,0.212337,0.166029,1.07,0.036271,58.54,309.42,169.16,0.246886,12.23,2.78,14.59,14.43,4.3,9.82,184.78,0.002342,2.24,8.74,0.043567,1.47,52.36,42.25,0.601094,0.661154,0.012284,1.96,0.082343,0.155961,591.49,1.01,3.81,2.47,0.003396,25.44,0.280802,4.37,4.06,0.022791,15.12,12.21,10.17,0.094306,2.35,5.52,4.84,1.74,0.03049,214.03,2.61,2.75,0.4543,2.62,2.32,5.56
2018-04-12,7889.25,492.94,0.628737,8.7,129.34,0.24212,0.212233,1.34,0.039564,66.71,353.8,191.94,0.275733,12.95,3.34,16.17,16.36,4.4,12.02,216.41,0.002526,2.56,9.72,0.058987,1.66,61.15,46.32,0.69086,0.832262,0.013745,2.72,0.090361,0.178671,660.29,1.16,4.17,2.49,0.003798,27.91,0.299937,6.04,4.5,0.02551,29.56,13.91,10.9,0.107553,2.81,7.16,5.47,1.83,0.034676,236.16,2.89,3.26,0.565871,2.97,2.56,6.26
2018-04-13,7895.96,492.74,0.638087,8.74,125.35,0.24629,0.200532,1.32,0.039006,62.21,353.07,188.87,0.282566,13.54,3.27,15.61,15.57,4.21,12.67,228.14,0.002869,2.48,9.77,0.054581,1.7,57.97,45.4,0.683492,0.95602,0.01463,2.7,0.091562,0.188711,698.51,1.09,4.31,2.66,0.003995,29.12,0.486924,5.74,4.62,0.028221,27.74,15.13,10.77,0.112027,2.64,6.69,5.27,1.88,0.034135,233.39,2.94,3.07,0.582653,3.01,2.65,6.46
2018-04-14,7986.24,501.48,0.632184,8.6,126.29,0.250668,0.200853,1.43,0.040011,63.86,356.14,190.42,0.305177,13.24,3.29,16.02,15.81,4.34,13.66,222.03,0.003155,2.51,9.98,0.05584,1.72,59.37,45.61,0.734964,0.88692,0.0163,2.62,0.086951,0.186482,717.08,1.18,4.66,2.69,0.00415,29.06,0.425973,5.63,4.71,0.028077,24.01,16.14,10.89,0.110881,2.74,6.63,4.86,1.82,0.037563,237.08,2.93,3.15,0.619794,3.07,2.79,7.15
2018-04-15,8329.11,531.7,0.682534,8.4,132.04,0.290722,0.22139,1.67,0.042971,70.33,381.7,200.62,0.358358,13.06,3.56,16.75,16.85,4.51,14.1,232.18,0.003321,2.75,10.48,0.063879,1.83,63.73,48.97,0.794809,0.896012,0.018538,2.75,0.090828,0.228075,770.71,1.28,4.91,2.89,0.004571,30.6,0.428294,5.98,5.03,0.030955,26.96,16.57,11.06,0.122095,2.99,7.02,5.22,1.88,0.038397,250.6,3.02,3.32,0.637871,3.19,2.94,8.15
2018-04-16,8058.67,511.15,0.663297,8.1,128.34,0.284156,0.256646,1.62,0.041256,66.7,363.57,194.1,0.344979,12.21,3.35,16.12,16.32,4.14,15.44,225.46,0.004396,2.83,10.69,0.06316,1.78,62.35,52.76,0.748151,0.841389,0.017387,2.68,0.094058,0.210624,742.04,1.18,4.82,2.88,0.004585,28.82,0.408273,5.68,4.83,0.02891,25.39,21.22,10.52,0.118375,3.04,6.63,5.05,1.8,0.036142,245.8,2.85,3.14,0.646452,3.09,2.72,7.48
2018-04-17,7902.09,502.89,0.656933,8.51,132.93,0.300202,0.243724,1.55,0.042116,65.75,363.85,195.75,0.340167,11.77,3.3,16.07,16.37,4.07,14.24,221.93,0.003828,2.79,10.48,0.063909,1.73,60.55,51.03,0.832962,0.857307,0.017596,2.78,0.073001,0.210059,749.9,1.11,4.71,2.76,0.004744,28.91,0.421045,5.38,4.97,0.029045,23.91,23.11,10.81,0.120323,2.95,6.58,4.99,1.77,0.03446,235.09,2.86,3.04,0.630025,3.09,2.76,7.93
2018-04-18,8163.42,524.79,0.708932,9.03,140.0,0.351544,0.260341,1.69,0.047521,72.84,421.18,228.34,0.375668,12.28,3.58,17.62,17.55,4.27,15.02,247.88,0.004065,3.18,11.31,0.06602,1.86,61.68,55.22,0.921562,0.938296,0.019232,3.02,0.064996,0.227617,775.74,1.17,4.95,2.82,0.005412,32.49,0.446613,5.97,5.61,0.033799,27.52,23.48,11.89,0.131241,3.09,7.06,5.23,1.84,0.037207,242.58,2.99,3.09,0.67587,3.25,3.14,8.93
2018-04-19,8294.31,567.89,0.791976,9.44,146.3,0.36612,0.272358,1.77,0.049392,74.13,431.33,238.61,0.38763,12.35,3.71,18.38,18.72,4.48,15.73,263.86,0.004467,3.29,11.78,0.067975,1.99,62.24,59.93,0.910871,0.930646,0.019547,3.11,0.073157,0.243768,851.54,1.25,5.23,3.87,0.005824,38.39,0.451066,6.56,5.77,0.033955,31.59,24.32,12.48,0.138316,3.27,7.44,5.63,1.92,0.039939,257.74,3.33,3.26,0.745103,3.5,3.41,14.32
2018-04-20,8845.83,615.72,0.924465,11.45,155.54,0.391165,0.301247,1.97,0.053673,79.03,460.41,271.98,0.405268,12.58,3.93,19.64,20.31,4.32,16.23,281.98,0.004813,3.5,12.32,0.081868,2.06,66.39,69.56,0.987393,0.952807,0.019447,3.29,0.069369,0.27768,910.0,1.53,5.37,4.58,0.005893,39.77,0.463959,6.63,6.0,0.035225,36.01,28.05,13.11,0.151447,3.35,8.29,6.34,1.92,0.041592,266.4,3.75,3.48,0.807661,3.86,3.56,13.79
2018-04-21,8895.58,605.39,0.873103,11.11,148.93,0.375663,0.29058,1.92,0.053677,74.99,444.5,258.18,0.388677,13.38,3.84,18.69,19.34,4.06,15.4,270.64,0.005102,3.47,11.66,0.089033,1.98,67.35,66.65,0.925737,0.891184,0.019135,3.09,0.068577,0.264628,908.37,1.46,5.15,3.98,0.005413,38.58,0.533376,6.2,5.81,0.032971,47.28,27.96,12.28,0.154988,3.73,7.67,5.91,1.85,0.041105,287.33,3.63,3.58,0.738085,3.81,3.38,12.51
2018-04-22,8802.46,621.86,0.869995,11.35,146.77,0.368139,0.285535,2.01,0.05242,73.76,467.71,271.3,0.386091,12.88,3.83,18.79,19.39,4.02,15.19,272.32,0.004763,3.45,11.53,0.099762,2.32,64.47,66.0,0.989329,0.900155,0.019116,3.05,0.068507,0.262214,923.29,1.52,5.18,4.38,0.005539,40.01,0.574534,6.32,5.74,0.034314,46.3,26.22,12.8,0.15024,3.97,7.8,6.11,2.01,0.047495,282.87,3.65,4.06,0.748965,3.91,3.61,12.64
2018-04-23,8930.88,642.55,0.876657,11.61,152.25,0.372128,0.288473,2.13,0.058546,76.22,503.39,283.3,0.394801,13.63,3.88,20.48,20.5,4.22,15.85,297.63,0.004802,3.84,12.3,0.095335,2.33,65.73,77.83,1.0,1.17,0.020881,3.25,0.068823,0.269111,926.9,1.48,5.56,4.5,0.005482,42.33,0.602848,6.58,6.13,0.035058,53.83,24.01,14.04,0.15124,3.94,8.28,6.14,2.17,0.048495,283.15,3.63,4.83,0.800409,4.3,3.64,12.96
2018-04-24,9697.5,708.16,0.934781,15.31,165.78,0.40067,0.312875,2.15,0.07336,83.01,530.13,296.04,0.434433,15.27,4.17,22.25,23.05,4.82,18.16,319.66,0.004988,4.3,13.09,0.097892,2.62,75.77,84.84,1.18,1.08,0.02195,3.52,0.068623,0.298161,1047.54,1.48,5.99,5.12,0.0058,45.61,0.626763,7.73,6.69,0.040037,51.03,26.21,14.62,0.161205,4.07,10.68,7.33,2.29,0.055268,300.74,3.87,5.18,0.85147,4.8,4.09,13.12
2018-04-25,8845.74,615.42,0.800607,14.46,144.76,0.339517,0.271654,1.8,0.070015,71.38,461.01,257.14,0.376121,13.29,3.62,18.58,19.17,5.01,15.59,283.6,0.005466,3.71,11.05,0.083839,2.29,77.51,70.91,1.0,0.927947,0.019252,4.21,0.061044,0.245942,898.26,1.31,5.09,4.14,0.005093,40.14,0.523048,7.28,5.76,0.034443,43.74,21.31,12.4,0.134944,3.45,8.94,6.25,1.99,0.044503,256.21,3.32,4.18,0.71237,4.2,3.37,11.23
2018-04-26,9281.51,662.81,0.852414,15.49,153.68,0.387556,0.294295,2.04,0.074566,77.19,503.86,268.27,0.403456,14.65,3.98,21.06,21.15,5.29,18.22,302.85,0.004984,4.29,11.75,0.096938,2.61,85.03,79.16,1.14,1.02,0.028004,4.12,0.070743,0.274371,1010.22,1.51,5.59,5.32,0.005627,43.05,0.55233,8.23,6.23,0.040239,49.96,23.87,14.08,0.146129,3.73,10.63,7.06,2.18,0.052536,272.82,3.64,4.5,0.789756,4.57,3.69,11.86
2018-04-27,8987.05,647.03,0.813885,16.67,145.91,0.391085,0.288489,1.9,0.074037,72.67,472.06,251.88,0.388561,14.33,3.77,20.56,19.97,5.28,17.41,283.37,0.005583,4.3,11.2,0.090647,2.9,83.6,73.41,1.07,0.962025,0.028855,4.32,0.067597,0.261717,996.33,1.4,5.49,5.8,0.005422,40.18,0.588227,8.02,6.01,0.042685,39.61,21.49,14.68,0.139817,3.56,11.29,7.07,2.2,0.048683,261.64,3.54,4.29,0.753895,4.49,3.68,11.52
2018-04-28,9348.48,683.68,0.863804,18.87,152.3,0.428918,0.357874,2.04,0.081662,76.75,494.11,261.5,0.420334,15.2,4.32,21.73,21.79,7.04,18.08,296.62,0.005284,4.83,11.85,0.105054,4.26,86.96,77.14,1.2,1.03,0.029611,4.4,0.072482,0.280736,1064.61,1.53,6.45,5.99,0.005357,41.85,0.605093,8.72,6.47,0.044674,37.93,23.96,16.34,0.16033,3.85,13.32,8.81,2.38,0.057565,277.65,4.02,4.42,0.839786,4.77,4.06,12.3
2018-04-29,9419.08,688.88,0.872778,21.54,153.63,0.458405,0.365057,2.05,0.089145,91.07,498.69,256.87,0.427005,15.06,4.85,21.83,23.06,9.25,18.09,293.76,0.005677,4.71,12.98,0.113781,4.99,83.58,78.32,1.29,1.07,0.029034,4.24,0.070492,0.34213,1075.23,1.71,7.01,5.65,0.005459,40.64,0.594552,8.5,7.16,0.043576,34.84,26.27,16.56,0.172803,3.89,12.39,10.08,2.35,0.059522,276.39,4.32,4.28,1.01,4.7,4.4,12.1
2018-04-30,9240.55,669.92,0.837938,17.58,148.48,0.424659,0.343318,1.96,0.093777,84.27,472.77,242.46,0.40888,14.31,4.49,21.68,22.64,7.8,16.95,285.14,0.005253,4.34,13.16,0.100871,4.49,83.5,73.25,1.18,1.01,0.027351,3.92,0.077202,0.358752,1048.72,1.74,6.71,5.57,0.00521,40.22,0.556403,8.2,6.77,0.040531,40.88,24.5,15.47,0.158083,3.7,11.04,9.16,2.76,0.058931,269.15,4.08,4.07,0.924452,4.52,4.02,11.71
2018-05-01,9119.01,673.61,0.841407,18.95,148.49,0.439733,0.358693,1.98,0.09336,84.64,478.9,240.26,0.404853,14.16,4.62,21.58,22.12,8.71,16.99,290.49,0.005501,4.41,13.27,0.103312,4.68,81.61,71.7,1.2,1.0,0.026647,3.93,0.079578,0.365282,1042.01,1.76,6.82,5.43,0.005144,39.1,0.577077,8.2,7.22,0.043434,39.81,23.5,15.41,0.157655,3.79,11.3,9.74,2.66,0.057708,271.61,4.02,4.08,0.945355,4.58,4.06,11.58
2018-05-02,9235.92,687.15,0.859094,19.21,151.58,0.439227,0.37242,2.26,0.091397,84.79,481.49,249.66,0.420621,14.41,4.83,21.67,22.36,8.58,17.24,293.37,0.005298,4.37,14.19,0.124302,4.64,81.47,75.82,1.32,0.974556,0.027942,4.06,0.081137,0.376826,1038.97,1.8,7.46,5.55,0.005273,39.31,0.697526,8.79,7.62,0.048295,39.88,24.0,15.47,0.16248,3.92,12.84,11.18,2.79,0.064335,274.69,4.43,4.09,0.948501,4.71,4.2,11.62
2018-05-03,9743.86,779.54,0.884466,17.77,161.46,0.437379,0.369709,2.6,0.08734,87.82,503.32,245.98,0.43405,14.65,5.17,22.76,22.9,10.07,18.22,308.42,0.005514,4.4,14.4,0.128712,4.58,83.87,76.94,1.47,0.916991,0.028287,4.05,0.079351,0.358263,1141.7,1.95,7.83,5.6,0.005641,44.26,0.815141,9.75,7.67,0.048,41.89,22.26,16.7,0.167487,3.84,14.28,11.32,2.69,0.064782,278.48,4.46,4.63,0.908493,5.18,4.26,11.93
2018-05-04,9700.76,785.62,0.895442,17.15,168.79,0.43114,0.360182,2.47,0.08681,84.26,486.32,241.53,0.431269,14.33,5.4,22.4,22.23,9.75,17.81,296.93,0.00694,4.56,13.73,0.132311,4.77,91.73,75.06,1.74,0.926755,0.027771,3.93,0.079788,0.350707,1143.79,1.89,7.72,5.7,0.005269,43.23,0.801007,9.21,8.02,0.049099,36.13,21.12,17.38,0.168305,3.67,13.42,10.98,2.69,0.067355,263.01,4.36,4.72,0.911972,5.16,4.07,11.5
2018-05-05,9858.15,816.12,0.905103,17.8,177.76,0.430875,0.366338,2.38,0.087102,84.36,505.71,240.78,0.426755,14.37,5.22,22.76,22.51,8.96,17.39,306.3,0.006733,4.42,13.56,0.149392,4.59,87.67,80.42,1.64,0.879017,0.027613,3.81,0.079136,0.350051,1154.58,2.0,7.34,5.76,0.00518,43.87,0.789487,8.63,8.21,0.048654,31.4,20.98,16.77,0.175958,3.66,13.24,10.78,2.68,0.066843,259.74,4.38,4.68,0.93474,5.42,4.09,11.83
2018-05-06,9654.8,792.31,0.871424,17.47,171.8,0.412944,0.350021,2.3,0.084778,83.56,485.22,235.49,0.418524,13.94,5.04,25.34,22.92,9.33,16.92,291.24,0.007217,4.27,13.27,0.137457,4.28,86.0,77.79,1.6,0.801049,0.026622,3.73,0.075361,0.329621,1066.23,1.88,6.95,5.14,0.00497,42.87,0.748374,8.33,7.91,0.046856,32.25,19.71,15.86,0.164732,3.45,12.28,10.26,2.67,0.060732,263.02,4.1,4.42,0.86335,5.27,3.85,11.04
2018-05-07,9373.01,753.73,0.832641,17.98,164.88,0.395702,0.335176,2.26,0.083086,79.29,457.99,233.07,0.390551,13.7,5.0,23.64,21.57,9.41,16.61,281.35,0.00719,4.28,12.68,0.133789,4.16,87.94,73.37,1.71,0.850203,0.025625,3.56,0.075688,0.310259,1026.06,1.82,6.66,4.98,0.004817,41.53,0.775338,8.07,7.62,0.044621,29.0,20.66,14.78,0.156573,3.38,11.91,10.1,2.7,0.057633,251.58,3.9,4.28,0.843582,5.01,3.7,11.9
2018-05-08,9234.82,752.86,0.81397,18.14,159.62,0.386371,0.328352,2.45,0.083071,77.08,443.78,223.35,0.37816,13.53,4.96,22.47,20.87,8.9,16.05,275.21,0.006768,4.46,12.17,0.151794,4.55,85.58,71.7,1.74,0.789769,0.026082,3.59,0.074241,0.312382,1008.54,1.83,6.52,4.91,0.005303,45.1,0.743799,7.79,7.51,0.04618,27.34,19.74,14.38,0.158792,3.17,11.85,9.67,2.81,0.070397,242.2,3.94,4.27,0.854302,5.02,3.45,11.18
2018-05-09,9325.18,752.27,0.802043,17.94,157.06,0.37797,0.323593,2.28,0.081006,76.33,443.16,227.52,0.379517,14.66,4.98,21.5,20.2,8.81,16.18,275.95,0.030134,4.21,11.86,0.20033,4.67,85.22,70.05,1.72,0.778825,0.025987,3.49,0.076098,0.307686,1024.29,1.76,6.71,4.76,0.005093,50.41,0.710575,7.79,7.12,0.048276,30.72,19.63,15.2,0.154009,3.03,11.52,9.23,3.45,0.070695,230.57,4.16,4.21,0.817091,5.02,3.55,10.79
2018-05-10,9043.94,727.28,0.758237,17.54,149.87,0.353962,0.297089,2.14,0.073574,70.18,421.34,218.22,0.351925,13.82,4.97,19.74,18.59,8.2,15.31,264.11,0.012126,3.87,11.11,0.184948,4.42,86.9,64.75,1.87,0.76227,0.023495,3.23,0.06888,0.266655,1070.39,1.67,6.48,4.51,0.00487,44.28,0.642644,7.35,6.59,0.042872,27.7,17.38,14.14,0.143237,2.93,11.0,8.65,3.9,0.068988,232.0,4.09,4.13,0.756908,4.82,3.12,10.4
2018-05-11,8441.49,679.59,0.684948,14.9,137.12,0.314252,0.260127,1.84,0.065933,63.4,394.21,197.74,0.320185,12.99,4.49,17.73,16.23,7.1,13.37,238.83,0.009889,4.11,10.05,0.167737,3.89,86.49,56.9,1.68,0.667394,0.020369,2.86,0.0586,0.242414,952.76,1.58,5.99,3.73,0.004362,56.03,0.577102,6.75,5.68,0.036524,24.17,14.7,11.96,0.124596,2.82,9.3,7.8,3.76,0.060028,197.99,3.61,3.73,0.647942,4.47,2.75,8.85
2018-05-12,8504.89,686.05,0.696735,14.25,141.88,0.359937,0.270932,1.9,0.068731,64.76,404.53,201.96,0.33263,12.94,4.55,18.15,16.4,7.31,13.7,245.65,0.009312,3.94,10.15,0.177033,3.89,85.41,57.09,1.65,0.635538,0.020833,2.83,0.05845,0.243658,938.13,1.6,6.22,3.92,0.004473,52.12,0.574128,7.0,6.05,0.040499,24.29,15.5,12.98,0.124652,3.01,9.47,8.05,3.68,0.055573,192.22,3.76,3.76,0.632905,4.48,2.84,8.86
2018-05-13,8723.94,733.5,0.745748,14.94,144.59,0.375852,0.28589,2.01,0.075613,67.76,416.84,209.58,0.356028,13.12,4.83,18.73,17.48,8.23,14.28,260.84,0.012075,4.08,11.0,0.172521,3.97,91.1,59.81,1.76,0.704034,0.022177,3.15,0.062113,0.257051,991.02,1.69,6.57,4.35,0.004329,52.98,0.618336,7.34,6.49,0.04371,25.65,16.34,13.3,0.131897,3.17,9.81,8.59,3.64,0.060885,209.97,3.83,3.89,0.683685,4.86,3.21,10.27
2018-05-14,8716.79,730.55,0.740898,14.02,147.71,0.36968,0.273434,1.95,0.072812,66.46,432.71,215.04,0.368996,12.87,5.09,18.79,18.06,7.95,14.25,312.02,0.012662,4.01,11.08,0.165314,3.95,102.28,58.49,1.55,0.676984,0.021598,3.2,0.059589,0.250813,958.85,1.67,6.6,4.14,0.00446,54.08,0.624987,6.94,6.31,0.042966,23.87,15.74,13.25,0.12897,3.03,9.73,8.11,4.21,0.059027,198.27,3.77,3.67,0.654747,4.82,3.43,10.94
2018-05-15,8510.38,708.87,0.698588,12.99,139.88,0.348445,0.260155,2.0,0.068566,63.25,429.34,205.17,0.335998,12.57,4.77,18.26,17.03,7.81,13.57,355.47,0.010529,4.01,10.5,0.151765,4.39,97.32,58.42,1.49,0.671438,0.020325,2.95,0.056543,0.251524,927.68,1.58,6.15,4.09,0.004515,54.23,0.570059,6.56,5.9,0.039951,23.87,17.7,12.76,0.119862,2.8,9.79,7.69,4.35,0.056327,199.94,3.65,3.69,0.705083,4.61,3.11,10.42
