timeDate,BTC,ETH,XRP,EOS,LTC,XLM,ADA,MIOTA,TRX,NEO,DASH,XMR,XEM,BNB,VEN,ETC,QTUM,ONT,OMG,ZEC,BCN,ICX,LSK,ZIL,AE,DCR,BTG,ZRX,BTM,SC,STEEM,XVG,BTS,MKR,RHOC,WAVES,BCD,DOGE,REP,GNT,WAN,STRAT,DGB,BTCP,PPT,WTC,SNT,AION,HSR,NAS,HT,IOST,DGD,GXS,KCS,LRC,BNT,SALT,MCO
2018-01-30,10106.3,1071.13,1.14,11.56,165.28,0.489648,0.531913,2.22,0.053761,146.28,676.91,274.02,0.776491,11.25,5.83,27.13,37.33,,14.92,383.47,0.007014,8.27,21.71,0.075442,2.46,89.28,159.13,1.59,0.375421,0.033257,4.75,0.068408,0.392933,1277.84,1.95,7.61,13.3,0.006024,68.16,0.455692,,11.97,0.050588,,66.83,32.3,0.244291,4.3,14.61,11.58,,0.055984,229.46,4.78,7.93,0.973292,6.69,6.18,10.52
2018-01-31,10221.1,1118.31,1.16,12.2,163.35,0.539797,0.519315,2.31,0.054454,145.76,697.46,272.89,0.779857,11.14,6.33,28.76,42.12,,15.74,397.88,0.006063,7.68,26.34,0.079578,2.95,97.83,156.96,1.85,0.38354,0.033911,5.15,0.069787,0.441546,1386.99,2.03,7.68,16.52,0.00601,68.34,0.466609,,12.29,0.053137,,70.89,32.24,0.242176,4.3,14.09,11.26,,0.055796,235.0,4.96,8.02,0.926355,6.92,6.05,10.47
2018-02-01,9170.54,1036.79,0.96253,10.21,142.3,0.456455,0.421672,1.91,0.046227,126.0,617.04,240.97,0.618265,9.52,5.27,24.97,35.68,,13.99,400.74,0.005925,6.09,22.34,0.070627,2.7,83.38,127.57,1.6,0.350179,0.02811,4.96,0.058035,0.391917,1272.67,1.87,6.67,9.99,0.005029,65.02,0.430306,,10.15,0.04391,,62.88,27.6,0.201199,3.7,11.9,10.02,,0.05442,259.04,4.33,7.22,0.820087,6.43,5.18,9.99
2018-02-02,8830.75,915.78,0.884784,9.79,131.38,0.405075,0.390534,1.81,0.040799,120.13,586.88,235.63,0.582652,9.65,4.9,23.07,30.26,,13.25,383.55,0.005076,5.3,21.41,0.071312,2.6,80.29,110.22,1.3,0.332201,0.027381,4.34,0.054197,0.316421,1148.23,1.59,6.2,10.05,0.004475,58.4,0.369203,,9.33,0.042335,,53.35,24.79,0.174018,3.32,11.53,9.11,,0.046382,462.43,4.41,6.67,0.765068,5.81,4.76,9.05
2018-02-03,9174.91,964.02,0.924043,9.84,160.25,0.430056,0.438836,1.99,0.044472,122.97,637.37,251.59,0.628795,9.75,5.52,24.2,29.93,,14.05,388.55,0.004583,5.43,23.08,0.077856,2.84,88.91,114.48,1.39,0.353657,0.029121,4.52,0.064728,0.334895,1212.87,1.72,6.63,42.36,0.005164,61.0,0.426292,,9.66,0.043332,,59.27,28.36,0.202319,3.57,11.99,9.53,1.43,0.048056,385.89,4.89,7.68,0.813644,6.06,5.33,9.81
2018-02-04,8277.01,834.68,0.815703,8.61,148.03,0.377231,0.379303,1.74,0.037933,107.45,549.96,221.05,0.55087,8.46,4.54,21.04,26.19,,12.06,346.91,0.005065,4.36,20.01,0.061722,2.54,73.89,100.56,1.15,0.306456,0.023707,3.88,0.054085,0.268479,1061.91,1.5,5.74,41.92,0.004399,51.08,0.344296,,7.99,0.03663,,46.9,23.53,0.20665,3.08,10.5,8.09,1.4,0.040066,333.55,4.53,6.05,0.680114,5.21,4.43,8.5
2018-02-05,6955.27,697.95,0.691799,7.06,125.33,0.331192,0.327371,1.45,0.030161,82.37,451.43,179.49,0.449672,6.71,3.51,16.53,20.54,,9.27,303.61,0.004361,3.08,15.13,0.050486,2.1,58.98,84.62,0.817119,0.250006,0.018043,3.3,0.042611,0.20049,821.42,1.12,4.54,35.33,0.003533,42.8,0.271478,,6.09,0.02661,,36.19,17.52,0.192718,2.27,8.5,6.07,1.2,0.02922,210.53,3.69,4.57,0.521561,4.18,3.53,6.14
2018-02-06,7754.0,793.12,0.776393,8.34,142.99,0.370811,0.369753,1.62,0.036478,105.95,528.5,212.29,0.5842,8.29,4.19,19.39,24.05,,11.37,372.38,0.003472,4.41,18.26,0.058781,2.39,72.74,92.99,1.02,0.293222,0.022786,3.88,0.052022,0.227806,910.79,1.41,5.06,36.7,0.004361,47.7,0.308052,,6.86,0.03264,,39.68,22.83,0.216927,2.82,10.56,8.03,1.35,0.035528,215.9,3.83,5.78,0.633736,4.78,4.36,6.74
2018-02-07,7621.3,757.07,0.723895,7.61,138.2,0.342125,0.340447,1.6,0.032746,102.5,521.99,207.28,0.536718,8.1,3.87,18.16,21.78,,10.9,354.35,0.004288,3.81,18.31,0.053838,2.55,68.51,87.55,0.993355,0.274488,0.020158,3.65,0.047986,0.214035,914.29,1.2,4.97,31.62,0.004297,47.37,0.327961,,6.49,0.030162,,33.05,20.15,0.210042,2.58,10.01,7.18,1.29,0.032878,285.45,3.85,5.24,0.585247,4.58,4.11,6.36
2018-02-08,8265.59,817.81,0.805263,8.51,149.47,0.363565,0.356584,1.78,0.036725,112.43,605.0,247.22,0.543094,8.6,4.28,21.79,26.48,,11.89,435.91,0.004175,4.33,23.09,0.059211,2.87,72.51,104.09,1.07,0.29439,0.022075,3.95,0.052262,0.236417,1008.62,1.37,5.58,25.06,0.004566,52.0,0.32449,,7.35,0.033066,,33.4,22.62,0.218068,2.83,10.69,7.8,1.43,0.038384,290.77,4.23,5.79,0.635926,4.89,4.42,6.98
2018-02-09,8736.98,883.87,0.954428,9.65,163.95,0.401068,0.391602,1.96,0.047968,117.57,637.82,260.43,0.590486,9.73,4.66,26.0,31.16,,13.2,475.72,0.004505,4.57,27.25,0.060123,2.91,81.49,166.09,1.14,0.349935,0.024826,4.34,0.058098,0.26234,1093.8,1.5,6.04,31.54,0.005,57.57,0.356723,,8.21,0.038868,,31.98,24.91,0.236436,3.04,12.66,8.79,1.59,0.041391,280.57,4.51,5.84,0.705582,5.34,4.68,7.92
2018-02-10,8621.9,860.41,1.07,9.1,155.59,0.406856,0.405872,1.86,0.048699,110.63,634.1,250.03,0.590511,9.26,4.4,24.52,30.27,,12.51,483.42,0.004937,4.09,27.26,0.050134,2.76,76.97,129.42,1.1,0.355397,0.024183,4.49,0.05694,0.246743,1064.13,1.47,5.72,35.76,0.004989,55.03,0.337964,,7.86,0.03629,,26.0,22.27,0.239861,2.82,12.0,8.43,1.55,0.039571,246.65,4.73,5.66,0.657022,5.16,4.45,7.32
2018-02-11,8129.97,814.66,1.0,8.41,148.99,0.370005,0.369769,1.7,0.042401,103.4,580.02,229.49,0.52864,8.7,3.97,24.13,27.48,,11.86,434.16,0.004675,3.8,25.28,0.050514,2.5,69.02,123.26,0.979054,0.352661,0.022077,3.99,0.051087,0.236442,987.8,1.43,5.45,19.65,0.004956,49.21,0.328429,,6.99,0.033386,,24.13,20.33,0.215777,2.82,11.23,7.97,1.54,0.035152,225.84,4.63,5.22,0.609097,4.89,3.9,7.3
2018-02-12,8926.57,868.71,1.08,9.18,161.57,0.395649,0.384315,1.87,0.046116,113.25,620.56,247.57,0.557894,9.32,4.31,29.88,30.13,,12.84,462.24,0.00435,4.25,28.12,0.052035,2.63,77.35,115.49,1.03,0.370933,0.023786,4.27,0.056021,0.246291,1074.47,1.74,5.72,21.77,0.005472,54.13,0.374875,,7.9,0.037568,,29.67,22.38,0.223252,2.99,12.29,8.61,1.57,0.037856,235.32,4.79,5.77,0.661362,5.16,4.32,7.81
2018-02-13,8598.31,845.26,1.03,9.21,159.55,0.410614,0.373314,1.81,0.043356,111.17,595.47,234.69,0.533186,8.99,4.2,33.96,30.11,,12.99,447.13,0.004797,3.94,26.0,0.050664,2.42,73.25,121.81,0.967812,0.356415,0.023198,4.25,0.053203,0.238774,1010.04,1.73,5.6,17.02,0.005638,49.89,0.353811,,7.95,0.035371,,26.52,21.38,0.217987,2.81,12.73,8.02,2.19,0.036824,222.83,4.62,5.41,0.631763,5.0,4.06,7.5
2018-02-14,9494.63,923.56,1.14,9.97,213.36,0.453888,0.396908,2.03,0.045936,122.52,678.98,276.66,0.570005,10.4,5.0,35.04,32.55,,15.66,483.79,0.004572,4.42,28.28,0.054536,2.64,81.28,128.91,1.07,0.387373,0.025981,4.46,0.058619,0.275119,1119.5,2.33,6.42,21.9,0.00673,52.79,0.420837,,9.36,0.042289,,26.23,23.75,0.227625,2.96,13.63,8.92,2.83,0.041251,240.91,4.9,5.72,0.68028,5.47,4.35,8.59
2018-02-15,10166.4,936.98,1.15,10.17,225.43,0.453556,0.409368,2.13,0.046496,123.29,703.86,303.25,0.561359,10.93,5.98,34.53,33.06,,16.67,486.75,0.005437,4.86,31.37,0.058181,2.56,87.52,132.59,1.4,0.382733,0.026837,4.6,0.059384,0.271683,1136.92,1.99,8.07,20.36,0.007347,54.55,0.433741,,9.54,0.043533,,26.63,27.91,0.231332,3.04,13.44,9.25,2.37,0.041144,243.76,4.89,5.98,0.685976,5.54,4.89,8.96
2018-02-16,10233.9,944.21,1.14,10.02,230.12,0.455446,0.40381,2.1,0.052449,128.85,698.86,296.48,0.568887,11.2,5.69,35.03,33.02,,18.17,481.52,0.005871,4.85,32.01,0.061589,2.61,90.42,141.77,1.29,0.388164,0.026682,4.58,0.06906,0.275096,1143.95,2.26,7.9,41.38,0.007034,54.44,0.463396,,9.56,0.044274,,30.82,26.98,0.229475,3.35,13.38,9.24,2.49,0.043997,244.35,4.95,5.82,0.70927,5.59,5.42,9.21
2018-02-17,11112.7,974.12,1.2,10.15,229.47,0.479075,0.419883,2.2,0.054914,136.75,742.16,325.67,0.59888,11.69,5.99,34.99,33.56,,18.29,490.84,0.005636,5.39,33.22,0.071617,2.68,96.26,143.16,1.28,0.401651,0.030927,4.68,0.089996,0.281891,1165.32,2.28,7.84,41.93,0.007049,55.27,0.473776,,9.76,0.048623,,30.41,26.86,0.232407,3.92,13.49,9.64,2.56,0.052484,243.58,5.01,5.76,0.768265,5.9,5.35,9.8
2018-02-18,10551.8,923.92,1.12,9.38,215.74,0.450399,0.385618,1.98,0.049606,127.38,689.28,300.12,0.530407,10.7,5.35,34.88,31.24,,16.66,451.02,0.005972,4.71,29.69,0.06433,2.57,84.94,131.27,1.16,0.368092,0.028062,4.29,0.07566,0.257463,1077.59,2.23,7.54,44.26,0.006424,54.14,0.445735,,9.26,0.043341,,27.04,24.09,0.215092,3.39,12.26,8.79,2.35,0.045997,321.83,4.65,5.47,0.67905,5.47,4.71,8.72
2018-02-19,11225.3,943.87,1.14,9.68,223.06,0.452932,0.391472,2.09,0.051542,137.47,728.73,316.49,0.529261,11.08,6.46,39.29,32.66,,17.69,472.97,0.005527,4.81,30.37,0.067261,2.69,88.21,141.41,1.18,0.383285,0.028743,4.55,0.082269,0.267527,1111.34,2.38,8.1,44.03,0.006697,54.27,0.434274,,9.95,0.044165,,27.72,25.45,0.221308,3.81,13.2,9.65,2.51,0.046651,308.82,4.93,5.18,0.723885,5.63,4.7,9.27
2018-02-20,11403.7,895.37,1.09,9.28,232.85,0.402289,0.378779,1.91,0.046861,128.36,685.04,304.4,0.484397,9.9,6.24,38.47,31.11,,18.4,438.57,0.005926,4.16,26.19,0.057783,2.53,80.92,133.12,1.01,0.364028,0.024567,4.21,0.069615,0.246748,1057.06,2.32,8.03,35.63,0.007094,50.64,0.369198,,9.13,0.03933,,24.76,23.19,0.208893,3.31,12.27,8.81,2.43,0.042954,315.14,4.7,4.43,0.642551,5.3,4.31,8.15
2018-02-21,10690.4,849.97,1.02,8.76,213.35,0.396765,0.364441,1.76,0.04458,120.96,670.38,322.61,0.464439,9.38,5.95,36.63,28.56,,18.06,434.8,0.005524,4.02,22.41,0.055405,2.34,75.55,123.64,0.943307,0.335012,0.023967,3.89,0.065142,0.218266,993.29,2.12,7.27,19.12,0.006581,47.01,0.335111,,8.25,0.036909,,23.31,21.07,0.199553,2.94,11.26,8.31,2.36,0.038633,314.48,4.26,4.43,0.602391,5.01,3.95,7.41
2018-02-22,10005.0,812.85,0.941788,8.09,195.31,0.366447,0.337871,1.62,0.040674,114.08,632.96,282.76,0.432245,8.9,5.47,32.81,26.37,,16.6,397.79,0.00505,3.76,21.48,0.050978,2.26,72.36,119.73,0.903932,0.321004,0.021909,3.51,0.059129,0.224641,959.04,1.97,6.58,17.04,0.006259,43.54,0.328242,,7.27,0.032894,,21.87,20.28,0.183106,3.05,9.96,7.78,2.17,0.036098,314.49,4.17,4.2,0.569815,4.78,3.91,6.74
2018-02-23,10301.1,864.19,0.998855,8.58,209.31,0.381985,0.345258,1.75,0.042875,121.65,631.66,285.71,0.439576,9.69,5.99,38.04,28.1,,17.57,416.32,0.00471,3.95,22.6,0.05315,2.3,76.1,124.31,0.979024,0.344888,0.022598,3.69,0.061565,0.227106,1024.78,1.9,6.75,23.64,0.006648,44.52,0.33276,,7.65,0.033849,,23.29,21.28,0.190436,3.01,10.7,8.18,2.3,0.037311,368.55,4.3,4.66,0.662911,5.05,4.22,7.14
2018-02-24,9813.07,840.51,0.954402,8.19,209.42,0.355163,0.322966,1.78,0.040929,118.57,595.01,273.79,0.406426,9.14,5.56,38.84,26.6,,16.75,392.28,0.00483,3.83,20.82,0.052566,2.23,71.84,118.03,0.920412,0.333358,0.021028,3.49,0.057184,0.215549,986.05,1.9,6.56,16.59,0.006324,43.36,0.313255,,7.37,0.032331,,21.12,21.51,0.178275,2.92,9.84,7.9,2.27,0.035268,361.45,4.1,4.34,0.676924,4.84,4.51,6.94
2018-02-25,9664.73,844.81,0.943487,7.9,220.47,0.357302,0.344033,1.82,0.039883,118.46,591.69,281.02,0.398644,9.35,5.87,36.41,25.94,,16.77,391.25,0.004518,3.87,20.01,0.050711,2.16,72.04,114.9,0.974205,0.3252,0.021089,3.51,0.058436,0.215301,997.77,1.87,6.49,17.94,0.006142,44.04,0.321022,,7.38,0.033768,,21.61,22.0,0.179485,3.26,9.84,7.6,2.24,0.034609,404.83,3.94,4.61,0.620059,4.89,4.19,6.93
2018-02-26,10366.7,869.32,0.956859,8.13,220.96,0.364579,0.338335,1.87,0.041769,134.17,621.27,293.61,0.402877,9.9,5.6,36.08,28.81,,17.97,404.24,0.004523,4.0,20.65,0.053807,2.22,75.54,119.82,1.03,0.345483,0.022123,3.62,0.060978,0.221245,1037.54,2.04,6.7,30.3,0.006339,46.43,0.368293,,7.6,0.035726,,21.85,21.85,0.1795,3.04,9.46,8.52,2.31,0.034896,409.79,4.15,4.66,0.63632,5.05,4.11,7.1
2018-02-27,10725.6,878.26,0.947305,8.57,216.6,0.362051,0.335536,1.97,0.042731,142.5,615.85,302.54,0.401762,10.66,5.23,36.25,28.0,,20.14,408.97,0.004851,4.03,20.12,0.052129,2.45,77.91,121.31,0.99308,0.348388,0.02204,3.51,0.060123,0.22029,1054.3,1.83,6.59,20.75,0.006291,48.44,0.367741,,7.8,0.036694,,21.68,22.3,0.173959,3.03,9.75,8.6,2.59,0.037579,493.13,4.11,4.44,0.615573,5.09,4.16,8.41
2018-02-28,10397.9,855.2,0.904583,8.41,202.9,0.333916,0.312581,1.86,0.043351,133.24,584.29,285.7,0.401794,10.44,4.54,33.69,26.22,,18.62,382.03,0.005053,3.55,18.34,0.048528,2.28,74.41,113.18,0.917173,0.338308,0.019284,3.28,0.053547,0.221125,1028.82,1.74,6.29,6.39,0.006018,45.85,0.363805,,7.35,0.032047,,17.95,18.67,0.163217,2.77,9.12,8.16,2.17,0.033564,555.44,3.99,4.19,0.551582,4.84,3.9,7.44
2018-03-01,10951.0,872.2,0.928347,8.63,209.75,0.339314,0.304397,1.97,0.048847,129.05,617.53,314.04,0.416245,10.51,4.95,33.76,26.82,,19.21,400.28,0.004482,3.81,20.12,0.049075,2.35,79.54,113.58,0.962535,0.348532,0.02169,3.43,0.058374,0.239448,1044.7,1.76,6.64,6.17,0.006215,47.01,0.454708,,7.6,0.036329,,22.48,18.76,0.161272,3.09,9.46,8.44,2.3,0.034755,503.48,4.14,4.24,0.544842,5.06,4.08,8.37
2018-03-02,11086.4,856.85,0.910144,8.09,212.56,0.320107,0.293504,1.92,0.052947,124.24,603.63,344.73,0.395159,10.22,4.51,30.77,26.08,,18.52,387.84,0.004647,3.71,19.21,0.046368,2.36,80.65,111.68,0.938003,0.393655,0.020912,3.35,0.05996,0.229927,1015.29,1.78,6.68,6.11,0.005482,45.19,0.432654,,8.04,0.036205,,21.13,19.79,0.154255,3.26,9.45,8.05,2.17,0.034444,493.29,3.99,4.16,0.530029,4.98,4.52,8.57
2018-03-03,11489.7,857.23,0.907804,8.0,210.64,0.350168,0.297106,1.86,0.048918,122.14,610.52,352.95,0.377967,10.22,4.44,29.19,25.79,,17.9,387.67,0.004335,3.66,18.87,0.047215,2.3,80.68,111.75,0.917723,0.397328,0.020198,3.66,0.055918,0.216669,1005.8,1.79,6.9,5.92,0.005301,47.25,0.430565,,8.27,0.035137,,20.57,19.27,0.16059,3.17,9.66,7.85,2.2,0.03432,504.98,3.87,3.67,0.523253,4.96,4.44,9.5
2018-03-04,11512.6,866.68,1.01,8.18,213.8,0.36193,0.300787,1.89,0.047801,119.36,620.49,368.97,0.356651,10.35,4.56,29.69,26.43,,17.94,409.29,0.004257,3.64,18.92,0.047177,2.32,80.63,113.08,0.921463,0.424752,0.020017,3.55,0.056533,0.227727,974.04,1.82,6.86,5.39,0.005502,46.53,0.438214,,8.32,0.035613,,20.99,18.71,0.161383,3.16,9.54,8.06,2.17,0.034599,484.57,3.93,3.86,0.542048,5.0,4.31,9.34
2018-03-05,11573.3,853.68,0.959368,8.05,211.18,0.352031,0.297622,1.88,0.046776,113.02,614.58,373.25,0.353482,10.11,4.69,26.84,26.61,,17.22,391.87,0.004265,3.59,18.46,0.05286,2.3,82.38,111.03,0.887579,0.462808,0.020404,3.51,0.05443,0.214232,968.61,1.71,6.75,6.42,0.005218,46.42,0.495009,,8.13,0.0343,,21.14,20.5,0.173595,3.23,9.12,7.92,2.26,0.035174,490.25,3.83,3.69,0.546323,4.9,4.23,9.26
2018-03-06,10779.9,816.95,0.922887,7.25,196.6,0.337911,0.285357,1.7,0.043958,105.11,578.51,346.4,0.339163,9.38,4.78,25.1,25.1,,15.86,384.43,0.004535,3.42,16.9,0.047111,2.12,72.9,103.13,0.784441,0.410241,0.017895,3.24,0.049115,0.189021,947.8,1.62,6.18,5.71,0.00461,43.46,0.421107,,7.34,0.031071,,19.85,24.97,0.175295,2.91,8.16,7.07,2.1,0.031095,480.23,3.55,3.25,0.467055,4.7,3.9,8.24
2018-03-07,9965.57,752.83,0.87121,6.51,185.84,0.329103,0.247281,1.53,0.038601,100.44,513.74,339.15,0.297047,9.03,4.1,22.12,21.93,,14.5,347.58,0.003965,3.0,15.62,0.041399,1.88,66.78,91.6,0.696557,0.37121,0.015438,2.77,0.043275,0.176598,856.1,1.54,6.21,4.67,0.004024,39.21,0.370844,,6.21,0.027783,,17.79,18.65,0.160731,2.63,6.33,6.42,1.81,0.024244,414.95,3.18,3.22,0.409794,4.22,3.37,7.14
2018-03-08,9395.01,704.6,0.825857,6.2,176.51,0.311938,0.221743,1.4,0.036425,91.57,493.82,278.64,0.341636,8.31,3.72,22.67,20.03,2.84,13.74,318.39,0.003393,2.61,15.07,0.037521,1.85,58.67,87.27,0.641815,0.351859,0.014189,2.65,0.038908,0.164952,834.79,1.33,5.87,4.24,0.004025,38.52,0.313938,,5.82,0.026729,,15.83,15.77,0.152725,2.48,6.11,5.85,1.61,0.019799,329.93,2.97,3.08,0.439275,3.96,3.1,6.53
2018-03-09,9337.55,728.92,0.849761,6.13,187.17,0.311859,0.222207,1.39,0.036981,92.67,499.5,288.09,0.33807,8.31,3.71,22.48,19.53,1.64,15.02,310.95,0.003297,2.72,15.49,0.040695,1.87,61.12,85.73,0.645375,0.361822,0.01375,2.57,0.039227,0.168227,827.32,1.54,5.88,3.89,0.004146,36.84,0.307977,,5.7,0.02565,,15.7,16.29,0.146273,2.45,6.42,5.91,1.66,0.019208,380.56,2.94,3.14,0.398628,4.05,3.19,6.77
2018-03-10,8866.0,686.89,0.796627,5.8,177.73,0.292661,0.209873,1.31,0.034928,85.58,484.35,257.04,0.341924,7.67,3.5,20.91,18.21,1.48,13.44,288.51,0.003372,2.47,14.2,0.043576,1.77,60.9,81.38,0.635473,0.342752,0.013003,2.4,0.036487,0.160923,795.99,1.35,5.55,3.81,0.003973,33.34,0.298015,,5.36,0.024459,62.81,15.74,15.04,0.137373,2.32,5.97,5.77,1.57,0.017698,341.42,2.85,3.07,0.358236,3.8,2.92,6.75
2018-03-11,9578.63,723.34,0.831122,6.14,188.95,0.304217,0.223498,1.39,0.038716,91.19,531.8,282.35,0.350379,8.27,3.88,21.58,19.71,1.6,14.68,309.7,0.003175,2.78,14.92,0.051573,1.83,63.61,84.71,0.682246,0.368462,0.013945,2.55,0.039274,0.169669,833.43,1.46,5.9,3.95,0.00421,36.18,0.31266,,5.85,0.026384,76.27,16.76,16.9,0.14029,2.47,6.36,6.28,1.73,0.021583,358.12,3.03,3.25,0.378057,3.98,3.19,7.85
2018-03-12,9205.12,699.83,0.801048,5.83,178.23,0.291765,0.223722,1.34,0.036132,85.91,501.3,259.42,0.390672,8.04,4.02,20.5,18.46,1.31,13.78,291.69,0.003372,2.64,14.16,0.046308,1.77,59.78,80.07,0.628817,0.36014,0.014338,2.44,0.037688,0.163777,810.51,1.32,5.58,3.88,0.004032,34.94,0.303848,,5.47,0.027438,68.43,16.92,15.5,0.136113,2.34,6.1,6.07,1.68,0.019474,340.78,2.89,3.38,0.346355,3.83,3.06,9.21
2018-03-13,9194.85,690.83,0.789711,5.86,175.78,0.290193,0.223026,1.31,0.035726,83.38,487.37,248.07,0.465787,10.12,4.27,19.92,18.18,1.36,13.75,284.37,0.003257,2.88,14.03,0.046047,1.72,59.59,79.15,0.595122,0.369283,0.013778,2.5,0.036173,0.164237,804.29,1.34,5.56,3.98,0.00396,38.14,0.305433,,5.44,0.026232,46.7,18.99,15.44,0.134919,2.36,6.18,6.08,1.65,0.020659,327.16,2.95,3.28,0.337128,3.76,3.09,8.68
2018-03-14,8269.81,614.29,0.701902,5.34,161.1,0.248689,0.199562,1.12,0.031057,71.67,426.25,215.56,0.399253,8.96,3.85,17.15,16.19,1.47,11.69,250.69,0.003063,2.38,11.73,0.040833,1.58,52.18,68.64,0.51839,0.341664,0.012166,2.23,0.031378,0.145028,750.18,1.22,4.98,3.26,0.003524,31.22,0.25001,,4.82,0.022784,40.99,15.96,13.39,0.120605,2.18,5.56,5.5,1.48,0.01867,330.15,2.8,2.78,0.30867,3.33,2.82,7.16
2018-03-15,8300.86,611.3,0.697269,5.17,164.48,0.240655,0.185709,1.09,0.030119,69.57,418.24,213.31,0.376528,9.1,3.78,18.41,15.72,1.69,11.31,242.99,0.002674,2.27,13.35,0.041405,1.62,54.83,66.2,0.486085,0.351605,0.011648,2.11,0.031201,0.149526,734.2,1.15,5.22,2.98,0.003536,32.0,0.248721,,4.76,0.02227,40.01,16.15,12.9,0.110925,2.7,5.6,5.15,1.49,0.017994,365.74,2.73,2.66,0.30619,3.29,2.72,6.39
2018-03-16,8338.35,601.67,0.68926,5.09,165.45,0.229991,0.178878,1.1,0.030119,68.25,425.52,215.7,0.338381,9.11,3.9,17.78,14.98,1.51,11.22,236.75,0.002659,2.25,13.1,0.04251,1.61,54.25,63.15,0.503941,0.354456,0.011521,2.05,0.032892,0.148263,710.6,1.15,5.01,2.99,0.00351,33.12,0.249471,,4.61,0.022144,38.2,15.47,13.23,0.106736,2.6,5.53,5.18,1.51,0.018394,406.87,2.64,2.4,0.313845,3.24,2.68,6.37
2018-03-17,7916.88,552.78,0.637856,4.67,152.97,0.206731,0.154763,1.14,0.028358,61.53,387.28,197.91,0.281779,8.99,3.69,16.32,13.57,1.28,9.86,220.48,0.002691,1.96,12.17,0.040867,1.5,48.48,58.97,0.444696,0.332835,0.009733,1.82,0.028408,0.137167,662.71,1.03,4.61,3.0,0.003299,30.6,0.216898,,4.07,0.019971,31.61,14.14,11.65,0.093084,2.26,5.02,4.82,1.42,0.016785,365.02,2.49,2.19,0.288317,2.99,2.35,5.98
2018-03-18,8223.68,538.64,0.658777,4.65,154.07,0.220473,0.156155,1.23,0.028621,65.5,394.15,209.63,0.281759,8.95,3.71,16.79,13.48,1.28,10.47,244.38,0.002461,2.07,12.25,0.040974,1.39,50.7,59.45,0.441154,0.324652,0.010829,1.83,0.02951,0.132417,670.43,1.04,4.41,2.32,0.00319,29.7,0.219039,,4.35,0.020386,30.65,15.25,12.13,0.10109,2.54,5.19,4.46,1.38,0.016655,348.91,2.51,2.29,0.288565,2.9,2.37,6.06
2018-03-19,8630.65,556.73,0.74908,6.36,161.14,0.250226,0.197648,1.33,0.032364,73.44,409.32,216.77,0.301993,8.99,3.76,19.65,20.29,1.26,11.45,252.62,0.002531,2.35,12.74,0.046647,1.58,52.37,68.43,0.464974,0.346365,0.011767,2.06,0.031449,0.148881,692.24,1.09,4.8,2.55,0.00344,33.2,0.248792,,4.86,0.022194,34.21,15.35,12.63,0.121694,2.73,5.77,5.02,1.49,0.018416,347.06,2.71,2.7,0.315534,3.0,2.42,6.33
2018-03-20,8913.47,557.17,0.709808,6.01,168.82,0.267968,0.204947,1.44,0.038113,76.03,428.88,223.74,0.310745,9.16,3.7,20.21,20.77,1.38,12.08,259.24,0.002616,2.62,13.63,0.047747,1.66,52.56,66.19,0.534654,0.346615,0.013578,2.2,0.03481,0.161816,710.57,1.14,5.02,2.71,0.003651,35.44,0.252567,,5.15,0.024761,34.47,16.0,14.05,0.117656,2.83,6.09,5.37,1.49,0.018677,357.17,3.4,3.08,0.343075,3.03,2.62,6.56
2018-03-21,8929.28,561.73,0.693664,7.03,169.05,0.254636,0.213189,1.37,0.037107,72.95,434.51,218.63,0.290294,9.98,3.67,19.8,19.77,1.41,11.86,260.07,0.002772,3.47,13.38,0.047356,1.75,51.8,66.03,0.582054,0.35345,0.013262,2.22,0.033628,0.160093,708.19,1.21,5.0,3.09,0.003659,36.15,0.250973,,5.35,0.024236,32.26,15.4,13.97,0.115525,3.12,6.83,5.96,1.51,0.020892,374.12,3.02,2.91,0.407467,3.1,2.84,6.7
2018-03-22,8728.47,539.7,0.662743,7.03,163.67,0.243212,0.203481,1.33,0.037924,69.64,411.36,212.71,0.297499,10.07,3.52,19.67,19.53,1.31,11.57,249.26,0.002745,3.59,12.5,0.047551,1.68,50.67,61.89,0.578416,0.350573,0.013222,2.13,0.039266,0.161576,686.59,1.14,4.81,2.97,0.003528,35.19,0.246025,,5.15,0.023832,30.06,14.69,12.8,0.112253,2.97,6.9,6.13,1.47,0.021166,358.12,2.65,2.74,0.436257,3.0,2.94,6.33
2018-03-23,8879.62,539.62,0.643174,7.01,167.83,0.236147,0.189259,1.34,0.041137,68.56,427.46,213.91,0.278787,11.74,3.37,19.04,18.45,1.37,11.5,256.87,0.002652,4.06,12.03,0.052472,1.69,52.76,60.27,0.554259,0.38364,0.012555,1.97,0.038361,0.167376,706.5,1.12,4.7,2.86,0.00356,35.19,0.248754,4.21,5.05,0.022649,30.14,15.55,13.45,0.10224,2.78,6.99,6.12,1.45,0.024711,352.88,2.69,2.92,0.456385,3.05,2.97,6.23
2018-03-24,8668.12,526.44,0.641265,6.63,159.63,0.235422,0.189201,1.33,0.04978,65.73,424.61,209.16,0.282152,13.09,3.35,18.5,18.07,1.43,11.1,243.33,0.00275,3.64,11.89,0.053265,1.67,51.61,60.85,0.5979,0.378515,0.013782,1.99,0.044792,0.16295,688.72,1.12,4.77,2.82,0.00359,34.75,0.243638,4.19,5.21,0.022764,28.42,15.47,12.63,0.100345,2.88,6.87,6.52,1.53,0.024996,344.75,2.55,2.91,0.503488,2.98,3.21,6.16
